player,season,chance_of_playing_this_round,date,element
Josh Martin,2021-22,,11/05/2022,330
Wilfred Ndidi,2021-22,,08/05/2022,216
Wilfred Ndidi,2021-22,,11/05/2022,216
Matt Ritchie,2021-22,100.0,08/05/2022,292
Nathan Redmond,2021-22,100.0,07/05/2022,336
Mathew Ryan,2021-22,,07/05/2022,65
Ryan Fredericks,2021-22,100.0,08/05/2022,415
Aaron Connolly,2021-22,,15/05/2022,72
Aaron Cresswell,2021-22,100.0,15/05/2022,411
Aaron Lennon,2021-22,100.0,15/05/2022,575
Aaron Lennon,2021-22,100.0,19/05/2022,575
Aaron Ramsdale,2021-22,100.0,16/05/2022,559
Aaron Ramsey,2021-22,,15/05/2022,496
Aaron Ramsey,2021-22,,19/05/2022,496
Abdoulaye Doucouré,2021-22,100.0,15/05/2022,173
Abdoulaye Doucouré,2021-22,100.0,19/05/2022,173
Abu Kamara,2021-22,100.0,15/05/2022,715
Adama Traoré,2021-22,,15/05/2022,435
Adam Armstrong,2021-22,100.0,17/05/2022,525
Adam Forshaw,2021-22,,15/05/2022,552
Adam Idah,2021-22,,15/05/2022,329
Adam Lallana,2021-22,100.0,15/05/2022,53
Adam Masina,2021-22,100.0,15/05/2022,390
Adam Webster,2021-22,100.0,15/05/2022,61
Adedapo Awokoya-Mebude,2021-22,,15/05/2022,469
Ademola Lookman,2021-22,100.0,15/05/2022,587
Ademola Lookman,2021-22,100.0,19/05/2022,587
Adrian Blake,2021-22,100.0,15/05/2022,733
Adrián San Miguel del Castillo,2021-22,100.0,17/05/2022,223
Ainsley Maitland-Niles,2021-22,,16/05/2022,13
Ajibola Alese,2021-22,100.0,15/05/2022,644
Albert Sambi Lokonga,2021-22,100.0,16/05/2022,478
Alexandre Lacazette,2021-22,100.0,16/05/2022,6
Alexis Mac Allister,2021-22,100.0,15/05/2022,74
Alex Iwobi,2021-22,100.0,15/05/2022,174
Alex Iwobi,2021-22,100.0,19/05/2022,174
Alex Kirk,2021-22,100.0,16/05/2022,730
Alex Kral,2021-22,100.0,15/05/2022,589
Alex McCarthy,2021-22,100.0,17/05/2022,334
Alex Oxlade-Chamberlain,2021-22,100.0,17/05/2022,227
Alfie Devine,2021-22,100.0,15/05/2022,714
Alireza Jahanbakhsh,2021-22,,15/05/2022,66
Alisson Ramses Becker,2021-22,100.0,17/05/2022,231
Alisson Ramses Becker,2021-22,100.0,17/05/2022,231
Allan Marques Loureiro,2021-22,100.0,15/05/2022,171
Allan Marques Loureiro,2021-22,100.0,15/05/2022,171
Allan Marques Loureiro,2021-22,100.0,19/05/2022,171
Allan Marques Loureiro,2021-22,100.0,19/05/2022,171
Allan Saint-Maximin,2021-22,100.0,16/05/2022,307
Alphonse Areola,2021-22,100.0,15/05/2022,489
Andi Zeqiri,2021-22,,15/05/2022,535
Andreas Christensen,2021-22,25.0,19/05/2022,133
Andreas Söndergaard,2021-22,,15/05/2022,444
Andrew Omobamidele,2021-22,,15/05/2022,331
Andrew Robertson,2021-22,100.0,17/05/2022,234
Andre Gray,2021-22,,15/05/2022,383
Andriy Yarmolenko,2021-22,100.0,15/05/2022,412
Andros Townsend,2021-22,,15/05/2022,482
Andros Townsend,2021-22,,19/05/2022,482
André Filipe Tavares Gomes,2021-22,100.0,15/05/2022,172
André Filipe Tavares Gomes,2021-22,100.0,15/05/2022,172
André Filipe Tavares Gomes,2021-22,100.0,19/05/2022,172
André Filipe Tavares Gomes,2021-22,100.0,19/05/2022,172
Andy Lonergan,2021-22,100.0,15/05/2022,571
Andy Lonergan,2021-22,100.0,19/05/2022,571
Angelo Ogbonna,2021-22,,15/05/2022,409
Angus Gunn,2021-22,100.0,15/05/2022,448
Anthony Gordon,2021-22,100.0,15/05/2022,503
Anthony Gordon,2021-22,100.0,19/05/2022,503
Anthony Mancini,2021-22,100.0,15/05/2022,736
Anthony Mancini,2021-22,100.0,19/05/2022,736
Antonio Rüdiger,2021-22,100.0,19/05/2022,127
Anwar El Ghazi,2021-22,100.0,15/05/2022,42
Anwar El Ghazi,2021-22,100.0,19/05/2022,42
Archie Gray,2021-22,100.0,15/05/2022,658
Armando Broja,2021-22,100.0,17/05/2022,518
Armstrong Oko-Flex,2021-22,100.0,15/05/2022,652
Arthur Masuaku,2021-22,100.0,15/05/2022,417
Arthur Okonkwo,2021-22,100.0,16/05/2022,572
Ashley Barnes,2021-22,100.0,15/05/2022,105
Ashley Barnes,2021-22,100.0,19/05/2022,105
Ashley Fletcher,2021-22,,15/05/2022,395
Ashley Westwood,2021-22,,15/05/2022,107
Ashley Westwood,2021-22,,19/05/2022,107
Ashley Young,2021-22,100.0,15/05/2022,52
Ashley Young,2021-22,100.0,19/05/2022,52
Asmir Begović,2021-22,100.0,15/05/2022,481
Asmir Begović,2021-22,100.0,15/05/2022,481
Asmir Begović,2021-22,100.0,19/05/2022,481
Asmir Begović,2021-22,100.0,19/05/2022,481
Aymeric Laporte,2021-22,100.0,15/05/2022,259
Ayotomiwa Dele-Bashiru,2021-22,,15/05/2022,394
Ayoze Pérez,2021-22,100.0,15/05/2022,211
Ayoze Pérez,2021-22,100.0,19/05/2022,211
Bailey Peacock-Farrell,2021-22,,15/05/2022,117
Bailey Peacock-Farrell,2021-22,,19/05/2022,117
Bali Mumba,2021-22,,15/05/2022,515
Bamidele Alli,2021-22,100.0,15/05/2022,363
Bamidele Alli,2021-22,100.0,15/05/2022,363
Bamidele Alli,2021-22,100.0,19/05/2022,363
Bamidele Alli,2021-22,100.0,19/05/2022,363
Benjamin Chilwell,2021-22,,19/05/2022,135
Benjamin Chilwell,2021-22,,19/05/2022,135
Benjamin Chrisene,2021-22,100.0,15/05/2022,703
Benjamin Chrisene,2021-22,100.0,19/05/2022,703
Benjamin Mendy,2021-22,,15/05/2022,253
Ben Davies,2021-22,,17/05/2022,364
Ben Davies,2021-22,,17/05/2022,248
Ben Davies,2021-22,100.0,15/05/2022,364
Ben Davies,2021-22,100.0,15/05/2022,248
Ben Foster,2021-22,100.0,15/05/2022,376
Ben Gibson,2021-22,100.0,15/05/2022,456
Ben Godfrey,2021-22,100.0,15/05/2022,179
Ben Godfrey,2021-22,100.0,19/05/2022,179
Ben Johnson,2021-22,100.0,15/05/2022,425
Ben Mee,2021-22,25.0,15/05/2022,106
Ben Mee,2021-22,25.0,19/05/2022,106
Ben Nelson,2021-22,100.0,15/05/2022,645
Ben Nelson,2021-22,100.0,19/05/2022,645
Ben White,2021-22,100.0,16/05/2022,67
Ben Wilmot,2021-22,,15/05/2022,401
Ben Woodburn,2021-22,,17/05/2022,553
Bernardo Mota Veiga de Carvalho e Silva,2021-22,100.0,15/05/2022,261
Bernardo Mota Veiga de Carvalho e Silva,2021-22,100.0,15/05/2022,261
Bernardo Fernandes Da Silva Junior,2021-22,,15/05/2022,68
Bernard Anício Caldeira Duarte,2021-22,,15/05/2022,167
Bernard Anício Caldeira Duarte,2021-22,,19/05/2022,167
Bernd Leno,2021-22,100.0,16/05/2022,1
Bertrand Traoré,2021-22,100.0,15/05/2022,32
Bertrand Traoré,2021-22,100.0,19/05/2022,32
Billy Gilmour,2021-22,75.0,15/05/2022,145
Björn Engels,2021-22,,15/05/2022,31
Björn Engels,2021-22,,19/05/2022,31
Bobby Thomas,2021-22,100.0,15/05/2022,534
Bobby Thomas,2021-22,100.0,19/05/2022,534
Boubakary Soumaré,2021-22,100.0,15/05/2022,458
Boubakary Soumaré,2021-22,100.0,15/05/2022,458
Boubakary Soumaré,2021-22,100.0,19/05/2022,458
Boubakary Soumaré,2021-22,100.0,19/05/2022,458
Brandon Austin,2021-22,100.0,15/05/2022,659
Brandon Williams,2021-22,100.0,15/05/2022,290
Bruno André Cavaco Jordão,2021-22,,15/05/2022,661
Bruno Guimarães Rodriguez Moura,2021-22,100.0,16/05/2022,697
Bruno Guimarães Rodriguez Moura,2021-22,100.0,16/05/2022,697
Bryan Gil Salvatierra,2021-22,,15/05/2022,487
Bryan Mbeumo,2021-22,100.0,15/05/2022,96
Bukayo Saka,2021-22,100.0,16/05/2022,22
Callum Hudson-Odoi,2021-22,,19/05/2022,140
Callum Wilson,2021-22,100.0,16/05/2022,296
Calum Chambers,2021-22,100.0,15/05/2022,10
Calum Chambers,2021-22,100.0,19/05/2022,10
Cameron Archer,2021-22,,15/05/2022,568
Cameron Archer,2021-22,,19/05/2022,568
Caoimhin Kelleher,2021-22,100.0,17/05/2022,242
Carney Chukwuemeka,2021-22,100.0,15/05/2022,526
Carney Chukwuemeka,2021-22,100.0,19/05/2022,526
Cenk Tosun,2021-22,100.0,15/05/2022,622
Cenk Tosun,2021-22,100.0,19/05/2022,622
Charlie Cresswell,2021-22,100.0,15/05/2022,563
Charlie Goode,2021-22,,15/05/2022,87
Charlie Patino,2021-22,100.0,16/05/2022,664
Charlie Taylor,2021-22,100.0,15/05/2022,113
Charlie Taylor,2021-22,100.0,19/05/2022,113
Charlie Whitaker,2021-22,100.0,15/05/2022,613
Charlie Whitaker,2021-22,100.0,19/05/2022,613
Cheikhou Kouyaté,2021-22,100.0,15/05/2022,150
Cheikhou Kouyaté,2021-22,100.0,19/05/2022,150
Chem Campbell,2021-22,100.0,15/05/2022,548
Che Adams,2021-22,100.0,17/05/2022,345
Christian Benteke,2021-22,100.0,15/05/2022,149
Christian Benteke,2021-22,100.0,19/05/2022,149
Christian Eriksen,2021-22,100.0,15/05/2022,699
Christian Kabasele,2021-22,100.0,15/05/2022,384
Christian Marques,2021-22,,15/05/2022,549
Christian Nørgaard,2021-22,100.0,15/05/2022,77
Christian Pulisic,2021-22,100.0,19/05/2022,137
Christoph Zimmermann,2021-22,,15/05/2022,324
Christos Tzolis,2021-22,100.0,15/05/2022,528
Chris Wood,2021-22,75.0,16/05/2022,109
Ciaran Clark,2021-22,,16/05/2022,293
Cieran Slicker,2021-22,100.0,15/05/2022,615
Cody Drameh,2021-22,,15/05/2022,562
Cole Palmer,2021-22,100.0,15/05/2022,507
Connor Roberts,2021-22,100.0,15/05/2022,585
Connor Roberts,2021-22,100.0,19/05/2022,585
Conor Bradley,2021-22,100.0,17/05/2022,626
Conor Coady,2021-22,100.0,15/05/2022,429
Conor Coventry,2021-22,,15/05/2022,522
Conor Gallagher,2021-22,100.0,15/05/2022,144
Conor Gallagher,2021-22,100.0,19/05/2022,144
Conor Hourihane,2021-22,,15/05/2022,29
Conor Hourihane,2021-22,,19/05/2022,29
Conrad Egan-Riley,2021-22,100.0,15/05/2022,651
Conrad Egan-Riley,2021-22,100.0,15/05/2022,651
Craig Cathcart,2021-22,100.0,15/05/2022,379
Craig Dawson,2021-22,100.0,15/05/2022,414
Cristian Romero,2021-22,,15/05/2022,494
Crysencio Summerville,2021-22,,15/05/2022,551
Curtis Jones,2021-22,100.0,17/05/2022,244
Cédric Soares,2021-22,100.0,16/05/2022,5
César Azpilicueta,2021-22,100.0,19/05/2022,119
Dale Stephens,2021-22,100.0,15/05/2022,102
Dale Stephens,2021-22,100.0,19/05/2022,102
Dane Scarlett,2021-22,100.0,15/05/2022,520
Daniel Amartey,2021-22,100.0,15/05/2022,208
Daniel Amartey,2021-22,100.0,19/05/2022,208
Daniel Bachmann,2021-22,100.0,15/05/2022,389
Daniel Castelo Podence,2021-22,100.0,15/05/2022,438
Daniel Castelo Podence,2021-22,100.0,15/05/2022,438
Daniel Chesters,2021-22,100.0,15/05/2022,710
Daniel James,2021-22,,15/05/2022,287
Daniel N'Lundulu,2021-22,,17/05/2022,344
Danny Ings,2021-22,100.0,15/05/2022,337
Danny Ings,2021-22,100.0,19/05/2022,337
Danny Rose,2021-22,,15/05/2022,377
Danny Ward,2021-22,100.0,15/05/2022,204
Danny Ward,2021-22,100.0,19/05/2022,204
Danny Welbeck,2021-22,100.0,15/05/2022,447
Dan Burn,2021-22,100.0,16/05/2022,58
Dan Gosling,2021-22,100.0,15/05/2022,378
Dara Costelloe,2021-22,100.0,15/05/2022,726
Dara Costelloe,2021-22,100.0,19/05/2022,726
Darren Randolph,2021-22,100.0,15/05/2022,407
David Raya Martin,2021-22,100.0,15/05/2022,80
David Raya Martin,2021-22,100.0,15/05/2022,80
Davinson Sánchez,2021-22,100.0,15/05/2022,367
Davy Pröpper,2021-22,,15/05/2022,57
Declan Rice,2021-22,100.0,15/05/2022,421
Dejan Kulusevski,2021-22,100.0,15/05/2022,701
Demarai Gray,2021-22,100.0,15/05/2022,484
Demarai Gray,2021-22,100.0,19/05/2022,484
Dennis Praet,2021-22,,15/05/2022,206
Dennis Praet,2021-22,,19/05/2022,206
Diego Llorente,2021-22,100.0,15/05/2022,190
Dilan Markanday,2021-22,,15/05/2022,597
Dimitris Giannoulis,2021-22,100.0,15/05/2022,457
Diogo Jota,2021-22,100.0,17/05/2022,240
Dion Sanderson,2021-22,,15/05/2022,686
Divock Origi,2021-22,100.0,17/05/2022,235
Domingos Quina,2021-22,,15/05/2022,397
Dominic Calvert-Lewin,2021-22,100.0,15/05/2022,177
Dominic Calvert-Lewin,2021-22,100.0,19/05/2022,177
Dominic Thompson,2021-22,,15/05/2022,498
Donny van de Beek,2021-22,100.0,15/05/2022,282
Donny van de Beek,2021-22,100.0,19/05/2022,282
Douglas Luiz Soares de Paulo,2021-22,100.0,15/05/2022,50
Douglas Luiz Soares de Paulo,2021-22,100.0,15/05/2022,50
Douglas Luiz Soares de Paulo,2021-22,100.0,19/05/2022,50
Douglas Luiz Soares de Paulo,2021-22,100.0,19/05/2022,50
Dwight Gayle,2021-22,100.0,16/05/2022,300
Dwight McNeil,2021-22,100.0,15/05/2022,118
Dwight McNeil,2021-22,100.0,19/05/2022,118
Dynel Simeu,2021-22,,17/05/2022,665
Eberechi Eze,2021-22,100.0,15/05/2022,160
Eberechi Eze,2021-22,100.0,19/05/2022,160
Ederson Santana de Moraes,2021-22,100.0,15/05/2022,257
Ederson Santana de Moraes,2021-22,100.0,15/05/2022,257
Edouard Mendy,2021-22,100.0,19/05/2022,143
Edo Kayembe,2021-22,100.0,15/05/2022,679
Edward Nketiah,2021-22,100.0,16/05/2022,20
Edward Nketiah,2021-22,100.0,16/05/2022,20
Ed Turns,2021-22,100.0,15/05/2022,653
Eldin Jakupovic,2021-22,100.0,15/05/2022,573
Eldin Jakupovic,2021-22,100.0,19/05/2022,573
Ellery Balcombe,2021-22,,15/05/2022,92
Elliot Anderson,2021-22,,16/05/2022,609
Ellis Simms,2021-22,,15/05/2022,602
Ellis Simms,2021-22,,19/05/2022,602
Emerson Aparecido Leite de Souza Junior,2021-22,100.0,15/05/2022,588
Emerson Palmieri dos Santos,2021-22,,19/05/2022,539
Emerson Palmieri dos Santos,2021-22,,19/05/2022,539
Emile Smith Rowe,2021-22,100.0,16/05/2022,21
Emile Smith Rowe,2021-22,100.0,16/05/2022,21
Emiliano Buendía Stati,2021-22,100.0,15/05/2022,43
Emiliano Buendía Stati,2021-22,100.0,15/05/2022,43
Emiliano Buendía Stati,2021-22,100.0,19/05/2022,43
Emiliano Buendía Stati,2021-22,100.0,19/05/2022,43
Emiliano Martínez,2021-22,100.0,15/05/2022,30
Emiliano Martínez,2021-22,100.0,15/05/2022,30
Emiliano Martínez,2021-22,100.0,19/05/2022,30
Emiliano Martínez,2021-22,100.0,19/05/2022,30
Emil Krafth,2021-22,100.0,16/05/2022,303
Emmanuel Dennis,2021-22,,15/05/2022,450
Enock Mwepu,2021-22,50.0,15/05/2022,462
Eric Dier,2021-22,100.0,15/05/2022,361
Erik Lamela,2021-22,,15/05/2022,356
Erik Pieters,2021-22,50.0,15/05/2022,100
Erik Pieters,2021-22,50.0,19/05/2022,100
Ethan Ampadu,2021-22,,19/05/2022,139
Ethan Pinnock,2021-22,,15/05/2022,91
Evan Ferguson,2021-22,100.0,15/05/2022,655
Ezri Konsa Ngoyo,2021-22,,15/05/2022,45
Ezri Konsa Ngoyo,2021-22,,19/05/2022,45
Fabian Delph,2021-22,25.0,15/05/2022,163
Fabian Delph,2021-22,25.0,19/05/2022,163
Fabian Schär,2021-22,75.0,16/05/2022,305
Fabio Henrique Tavares,2021-22,25.0,17/05/2022,232
Fabio Henrique Tavares,2021-22,25.0,17/05/2022,232
Fabio Silva,2021-22,100.0,15/05/2022,445
Federico Fernández,2021-22,100.0,16/05/2022,465
Fernando Luiz Rosa,2021-22,100.0,15/05/2022,453
Fernando Luiz Rosa,2021-22,100.0,15/05/2022,453
Fernando Marçal,2021-22,100.0,15/05/2022,432
Ferran Torres,2021-22,,15/05/2022,268
Ferran Torres,2021-22,,15/05/2022,268
Filip Marschall,2021-22,,15/05/2022,650
Filip Marschall,2021-22,,19/05/2022,650
Finley Stevens,2021-22,100.0,15/05/2022,569
Florin Andone,2021-22,,15/05/2022,500
Folarin Balogun,2021-22,,16/05/2022,530
Francisco Jorge Tomás Oliveira,2021-22,100.0,15/05/2022,689
Francisco Jorge Tomás Oliveira,2021-22,100.0,15/05/2022,689
Francisco Casilla Cortés,2021-22,,15/05/2022,183
Francisco Femenía Far,2021-22,25.0,15/05/2022,382
Francisco Femenía Far,2021-22,25.0,15/05/2022,382
Francisco Machado Mota de Castro Trincão,2021-22,100.0,15/05/2022,461
Francisco Machado Mota de Castro Trincão,2021-22,100.0,15/05/2022,461
Francisco Sierralta,2021-22,100.0,15/05/2022,396
Frank Onyeka,2021-22,75.0,15/05/2022,479
Fraser Forster,2021-22,75.0,17/05/2022,333
Freddie Woodman,2021-22,,16/05/2022,513
Frederik Alves,2021-22,,15/05/2022,521
Frédéric Guilbert,2021-22,,15/05/2022,46
Frédéric Guilbert,2021-22,,19/05/2022,46
Gabriel Fernando de Jesus,2021-22,100.0,15/05/2022,263
Gabriel Fernando de Jesus,2021-22,100.0,15/05/2022,263
Gabriel Teodoro Martinelli Silva,2021-22,100.0,16/05/2022,26
Gabriel Teodoro Martinelli Silva,2021-22,100.0,16/05/2022,26
Gabriel Magalhães,2021-22,100.0,16/05/2022,23
Gabriel Magalhães,2021-22,100.0,16/05/2022,23
Giovani Lo Celso,2021-22,,15/05/2022,372
Granit Xhaka,2021-22,100.0,16/05/2022,7
Grant Hanley,2021-22,100.0,15/05/2022,319
Gylfi Sigurdsson,2021-22,,15/05/2022,164
Gylfi Sigurdsson,2021-22,,19/05/2022,164
Hakim Ziyech,2021-22,100.0,19/05/2022,131
Halil Dervişoğlu,2021-22,,15/05/2022,95
Hamza Choudhury,2021-22,100.0,15/05/2022,214
Hamza Choudhury,2021-22,100.0,19/05/2022,214
Harrison Ashby,2021-22,100.0,15/05/2022,617
Harry Kane,2021-22,100.0,15/05/2022,357
Harry Lewis,2021-22,100.0,17/05/2022,637
Harry Tyrer,2021-22,100.0,15/05/2022,616
Harry Tyrer,2021-22,100.0,19/05/2022,616
Harry Winks,2021-22,100.0,15/05/2022,366
Harvey Barnes,2021-22,100.0,15/05/2022,215
Harvey Barnes,2021-22,100.0,19/05/2022,215
Harvey Elliott,2021-22,100.0,17/05/2022,506
Harvey Vale,2021-22,100.0,19/05/2022,672
Harvey White,2021-22,100.0,15/05/2022,668
Hassane Kamara,2021-22,100.0,15/05/2022,676
Haydon Roberts,2021-22,100.0,15/05/2022,560
Hee-Chan Hwang,2021-22,100.0,15/05/2022,583
Heung-Min Son,2021-22,100.0,15/05/2022,359
Heung-Min Son,2021-22,100.0,15/05/2022,359
Hugo Bueno,2021-22,100.0,15/05/2022,635
Hugo Lloris,2021-22,100.0,15/05/2022,353
Héctor Junior Firpo Adames,2021-22,100.0,15/05/2022,463
Héctor Junior Firpo Adames,2021-22,100.0,15/05/2022,463
Héctor Bellerín,2021-22,,16/05/2022,9
Hélder Wander Sousa de Azevedo e Costa,2021-22,,15/05/2022,192
Hélder Wander Sousa de Azevedo e Costa,2021-22,,15/05/2022,192
Ian Carlo Poveda-Ocampo,2021-22,,15/05/2022,195
Ibrahima Diallo,2021-22,100.0,17/05/2022,349
Ibrahima Konaté,2021-22,100.0,17/05/2022,243
Ilkay Gündogan,2021-22,100.0,15/05/2022,250
Illan Meslier,2021-22,100.0,15/05/2022,199
Imrân Louza,2021-22,,15/05/2022,403
Imrân Louza,2021-22,,15/05/2022,403
Isaac Hayden,2021-22,,16/05/2022,306
Isaac Price,2021-22,100.0,15/05/2022,718
Isaac Price,2021-22,100.0,19/05/2022,718
Isaac Success Ajayi,2021-22,,15/05/2022,393
Ismaila Sarr,2021-22,,15/05/2022,399
Issa Diop,2021-22,100.0,15/05/2022,424
Ivan Toney,2021-22,100.0,15/05/2022,78
Jack Butland,2021-22,100.0,15/05/2022,156
Jack Butland,2021-22,100.0,19/05/2022,156
Jack Cork,2021-22,100.0,15/05/2022,101
Jack Cork,2021-22,100.0,19/05/2022,101
Jack Grealish,2021-22,100.0,15/05/2022,33
Jack Grieves,2021-22,100.0,15/05/2022,734
Jack Harrison,2021-22,100.0,15/05/2022,267
Jack Jenkins,2021-22,100.0,15/05/2022,631
Jack Stephens,2021-22,100.0,17/05/2022,338
Jacob Murphy,2021-22,100.0,16/05/2022,304
Jacob Ramsey,2021-22,100.0,15/05/2022,51
Jacob Ramsey,2021-22,100.0,19/05/2022,51
Jacob Sørensen,2021-22,100.0,15/05/2022,327
Jaden Philogene-Bidace,2021-22,,15/05/2022,497
Jaden Philogene-Bidace,2021-22,,19/05/2022,497
Jairo Riedewald,2021-22,100.0,15/05/2022,157
Jairo Riedewald,2021-22,100.0,19/05/2022,157
Jakub Moder,2021-22,,15/05/2022,75
Jamaal Lascelles,2021-22,100.0,16/05/2022,299
Jamal Baptiste,2021-22,100.0,15/05/2022,554
Jamal Lewis,2021-22,,16/05/2022,311
James Justin,2021-22,75.0,15/05/2022,218
James Justin,2021-22,75.0,19/05/2022,218
James Maddison,2021-22,100.0,15/05/2022,212
James Maddison,2021-22,100.0,19/05/2022,212
James McArthur,2021-22,25.0,15/05/2022,148
James McArthur,2021-22,25.0,19/05/2022,148
James McAtee,2021-22,100.0,15/05/2022,629
James Milner,2021-22,100.0,17/05/2022,221
James Morris,2021-22,100.0,15/05/2022,633
James Rodríguez,2021-22,,15/05/2022,166
James Rodríguez,2021-22,,19/05/2022,166
James Storer,2021-22,100.0,15/05/2022,621
James Tarkowski,2021-22,100.0,15/05/2022,98
James Tarkowski,2021-22,100.0,19/05/2022,98
James Tomkins,2021-22,25.0,15/05/2022,147
James Tomkins,2021-22,25.0,19/05/2022,147
James Ward-Prowse,2021-22,100.0,17/05/2022,341
Jamie Bowden,2021-22,100.0,15/05/2022,717
Jamie Shackleton,2021-22,100.0,15/05/2022,197
Jamie Vardy,2021-22,100.0,15/05/2022,205
Jamie Vardy,2021-22,100.0,19/05/2022,205
Jannik Vestergaard,2021-22,100.0,15/05/2022,340
Jannik Vestergaard,2021-22,100.0,19/05/2022,340
Jan Bednarek,2021-22,100.0,17/05/2022,343
Jan Zamburek,2021-22,,15/05/2022,93
Japhet Tanganga,2021-22,,15/05/2022,371
Jarell Quansah,2021-22,100.0,17/05/2022,660
Jarosław Jach,2021-22,100.0,15/05/2022,158
Jarosław Jach,2021-22,100.0,19/05/2022,158
Jarrad Branthwaite,2021-22,100.0,15/05/2022,544
Jarrad Branthwaite,2021-22,100.0,19/05/2022,544
Jarrod Bowen,2021-22,100.0,15/05/2022,420
Jason Steele,2021-22,100.0,15/05/2022,54
Javier Manquillo,2021-22,75.0,16/05/2022,302
Jay Rodriguez,2021-22,50.0,15/05/2022,104
Jay Rodriguez,2021-22,50.0,19/05/2022,104
Jean-Philippe Gbamin,2021-22,,15/05/2022,504
Jean-Philippe Gbamin,2021-22,,19/05/2022,504
Jean-Philippe Mateta,2021-22,100.0,15/05/2022,159
Jean-Philippe Mateta,2021-22,100.0,19/05/2022,159
Jed Steer,2021-22,,15/05/2022,28
Jed Steer,2021-22,,19/05/2022,28
Jeffrey Schlupp,2021-22,100.0,15/05/2022,155
Jeffrey Schlupp,2021-22,100.0,19/05/2022,155
Jeff Hendrick,2021-22,,16/05/2022,297
Jeremy Ngakia,2021-22,100.0,15/05/2022,400
Jeremy Sarmiento,2021-22,50.0,15/05/2022,612
Jesurun Rak-Sakyi,2021-22,100.0,15/05/2022,541
Jesurun Rak-Sakyi,2021-22,100.0,19/05/2022,541
Joachim Andersen,2021-22,100.0,15/05/2022,488
Joachim Andersen,2021-22,100.0,19/05/2022,488
Joelinton Cássio Apolinário de Lira,2021-22,100.0,16/05/2022,310
Joelinton Cássio Apolinário de Lira,2021-22,100.0,16/05/2022,310
Joel Matip,2021-22,100.0,17/05/2022,224
Joel Ward,2021-22,100.0,15/05/2022,474
Joel Ward,2021-22,100.0,19/05/2022,474
Joe Gelhardt,2021-22,100.0,15/05/2022,577
Joe Hart,2021-22,,15/05/2022,352
Joe Rodon,2021-22,100.0,15/05/2022,374
Joe White,2021-22,,16/05/2022,599
Johann Berg Gudmundsson,2021-22,,15/05/2022,108
Johann Berg Gudmundsson,2021-22,,19/05/2022,108
John McGinn,2021-22,100.0,15/05/2022,35
John McGinn,2021-22,100.0,19/05/2022,35
John Ruddy,2021-22,100.0,15/05/2022,452
John Stones,2021-22,,15/05/2022,252
Jonas Lössl,2021-22,100.0,15/05/2022,673
Jonathan Castro Otto,2021-22,100.0,15/05/2022,433
Jonathan Castro Otto,2021-22,100.0,15/05/2022,433
Jonathan Rowe,2021-22,100.0,15/05/2022,648
Jonathan Tomkinson,2021-22,100.0,15/05/2022,643
Jonjoe Kenny,2021-22,100.0,15/05/2022,502
Jonjoe Kenny,2021-22,100.0,19/05/2022,502
Jonjo Shelvey,2021-22,,16/05/2022,291
Jonny Evans,2021-22,100.0,15/05/2022,201
Jonny Evans,2021-22,100.0,19/05/2022,201
Jon McCracken,2021-22,100.0,15/05/2022,666
Jordan Ayew,2021-22,100.0,15/05/2022,153
Jordan Ayew,2021-22,100.0,19/05/2022,153
Jordan Henderson,2021-22,100.0,17/05/2022,222
Jordan Hugill,2021-22,,15/05/2022,322
Jordan Pickford,2021-22,100.0,15/05/2022,170
Jordan Pickford,2021-22,100.0,19/05/2022,170
Jorge Luiz Frello Filho,2021-22,100.0,19/05/2022,123
Jorge Luiz Frello Filho,2021-22,100.0,19/05/2022,123
Joseph Gomez,2021-22,75.0,17/05/2022,238
Joseph Hungbo,2021-22,,15/05/2022,402
Joseph McGlynn,2021-22,100.0,15/05/2022,735
Joseph McGlynn,2021-22,100.0,19/05/2022,735
Joseph Willock,2021-22,,16/05/2022,19
Joseph Willock,2021-22,,16/05/2022,19
Joshua King,2021-22,25.0,15/05/2022,468
Joshua Sargent,2021-22,,15/05/2022,516
Joshua Wilson-Esbrand,2021-22,100.0,15/05/2022,604
Josh Benson,2021-22,,15/05/2022,116
Josh Benson,2021-22,,19/05/2022,116
Josh Brownhill,2021-22,100.0,15/05/2022,115
Josh Brownhill,2021-22,100.0,19/05/2022,115
Josh Feeney,2021-22,100.0,15/05/2022,670
Josh Feeney,2021-22,100.0,19/05/2022,670
Josh Martin,2021-22,,15/05/2022,330
José Malheiro de Sá,2021-22,100.0,15/05/2022,475
José Malheiro de Sá,2021-22,100.0,15/05/2022,475
João Filipe Iria Santos Moutinho,2021-22,100.0,15/05/2022,426
João Filipe Iria Santos Moutinho,2021-22,100.0,15/05/2022,426
João Pedro Cavaco Cancelo,2021-22,100.0,15/05/2022,256
João Pedro Cavaco Cancelo,2021-22,100.0,15/05/2022,256
João Pedro Junqueira de Jesus,2021-22,100.0,15/05/2022,404
João Pedro Junqueira de Jesus,2021-22,100.0,15/05/2022,404
João Virgínia,2021-22,,15/05/2022,181
João Virgínia,2021-22,,19/05/2022,181
